step,loss,answer_loss,answer_loss_weight,aux_operand_loss,aux_operand_loss_weight,policy_loss,policy_baseline,policy_advantage_mean,sampled_logp,operand_entropy,entropy_weight,adaptive_interface_loss,adaptive_interface_loss_weight,adaptive_interface_target_loss,adaptive_interface_objective,adaptive_interface_entropy,adaptive_interface_entropy_weight,adaptive_target_result_accuracy,adaptive_learned_target_agreement,adaptive_target_operand_exact_match,adaptive_target_pair_mass,action_loss_interface_loss,action_loss_interface_objective,action_loss_interface_target_loss,action_loss_candidate_count,action_loss_candidate_temperature,action_loss_candidate_refresh_every,action_loss_candidate_ema_beta,action_loss_replay_cache_size,action_loss_replay_refresh_fraction,action_loss_candidate_best_improvement,action_loss_candidate_better_fraction,action_loss_candidate_best_matches_true_operands,action_loss_candidate_best_result_accuracy,action_loss_candidate_learned_result_accuracy,action_loss_candidate_soft_target_true_a_mass,action_loss_candidate_soft_target_true_b_mass,action_loss_full_enum_temperature,action_loss_full_enum_min_probability_floor,action_loss_full_enum_chunk_size,action_loss_full_enum_target_mode,action_loss_full_enum_best_nll,action_loss_full_enum_learned_nll,action_loss_full_enum_true_nll,action_loss_full_enum_learned_minus_true_gap,action_loss_full_enum_learned_minus_best_gap,action_loss_full_enum_true_best_fraction,action_loss_full_enum_learned_best_fraction,action_loss_full_enum_joint_target_loss,action_loss_full_enum_pair_entropy,action_loss_full_enum_pair_logit_entropy,action_loss_full_enum_pair_logit_effective_pairs,action_loss_full_enum_pair_exact_match,action_loss_full_enum_result_equivalent_pair_accuracy,action_loss_full_enum_true_pair_probability,action_loss_full_enum_true_pair_rank,action_loss_full_enum_learned_pair_nll,action_loss_full_enum_true_pair_nll,action_loss_full_enum_best_pair_nll,action_loss_full_enum_soft_target_true_a_mass,action_loss_full_enum_soft_target_true_b_mass,action_loss_full_enum_entropy,action_loss_full_enum_effective_pairs,action_loss_full_enum_true_pair_probability,action_loss_full_enum_true_pair_rank,action_loss_full_enum_best_left_operand_accuracy,action_loss_full_enum_top1_mass,action_loss_full_enum_top3_mass,action_loss_full_enum_top5_mass,expected_answer_loss,expected_answer_loss_objective,expected_answer_loss_weight,expected_answer_loss_policy_temperature,expected_answer_loss_cost_normalization,expected_answer_loss_entropy_weight,expected_answer_loss_entropy,expected_answer_loss_effective_pairs,expected_answer_loss_best_nll,expected_answer_loss_true_nll,expected_answer_loss_learned_nll,expected_answer_loss_expected_minus_best_gap,expected_answer_loss_learned_minus_best_gap,expected_answer_loss_learned_minus_true_gap,expected_answer_loss_best_pair_probability,expected_answer_loss_true_pair_probability,expected_answer_loss_learned_pair_probability,expected_answer_loss_hard_learned_best_fraction,expected_answer_loss_hard_learned_pair_exact,expected_answer_loss_hard_learned_calc_accuracy,result_boundary_target_loss,result_boundary_target_objective,result_boundary_target_loss_weight,result_boundary_target_mode,result_boundary_target_temperature,result_boundary_target_min_probability_floor,result_boundary_target_chunk_size,result_boundary_target_best_nll,result_boundary_target_true_nll,result_boundary_target_learned_nll,result_boundary_target_learned_minus_best_gap,result_boundary_target_learned_minus_true_gap,result_boundary_target_hard_best_equals_true_sum,result_boundary_target_tie_aware_true_result_best_fraction,result_boundary_target_true_result_probability,result_boundary_target_entropy,result_boundary_target_effective_results,result_boundary_target_learned_best_fraction,result_boundary_target_hard_learned_calc_accuracy,relaxed_calculator_temperature,relaxed_calculator_final_temperature,relaxed_calculator_mode,relaxed_calculator_hard_forward,relaxed_calculator_entropy_weight,relaxed_calculator_entropy,relaxed_calculator_effective_pairs,relaxed_calculator_result_entropy,relaxed_calculator_effective_results,relaxed_calculator_true_result_probability,relaxed_calculator_argmax_result_accuracy,relaxed_calculator_top3_result_accuracy,relaxed_calculator_hard_learned_pair_exact,relaxed_calculator_hard_learned_calc_accuracy,oracle_operands_used,relaxed_calculator_entropy_objective
250,2.308272361755371,4.667754650115967,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.308272361755371,2.308272361755371,1.0,hard_best_result,0.25,0.0,64,0.0004719486169051379,0.0004719486169051379,4.667755126953125,4.667283535003662,4.667283535003662,1.0,1.0,0.9998751878738403,0.0012001253198832273,1.001202940940857,0.16500000655651093,0.16500000655651093,1.0,1.0,,1,0.0,2.599763870239258,nan,2.599763870239258,13.496301651000977,0.10363481193780899,0.16500000655651093,0.5274999737739563,0.012500000186264515,0.16500000655651093,0,-0.0
275,2.26015567779541,4.7775044441223145,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26015567779541,2.26015567779541,1.0,hard_best_result,0.25,0.0,64,0.0003713838814292103,0.0003713838814292103,4.7775044441223145,4.777132987976074,4.777132987976074,1.0,1.0,0.9999070763587952,0.0009291201713494956,1.0009311437606812,0.18250000476837158,0.18250000476837158,1.0,1.0,,1,0.0,2.5469424724578857,nan,2.5469424724578857,12.804182052612305,0.10902047902345657,0.18250000476837158,0.4650000035762787,0.012500000186264515,0.18250000476837158,0,-0.0
300,2.200683832168579,4.707110404968262,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.200683832168579,2.200683832168579,1.0,hard_best_result,0.25,0.0,64,0.0004276388499420136,0.0004276388499420136,4.70711088180542,4.706683158874512,4.706683158874512,1.0,1.0,0.9998798370361328,0.0011604237370193005,1.0011630058288574,0.19750000536441803,0.19750000536441803,1.0,1.0,,1,0.0,2.4993574619293213,nan,2.4993574619293213,12.212780952453613,0.11509332060813904,0.19750000536441803,0.5099999904632568,0.012500000186264515,0.19750000536441803,0,-0.0
325,2.1550211906433105,4.456686973571777,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1550211906433105,2.1550211906433105,1.0,hard_best_result,0.25,0.0,64,0.00038191533531062305,0.00038191533531062305,4.456686973571777,4.456305027008057,4.456305027008057,1.0,1.0,0.9998915195465088,0.0010599803645163774,1.001062273979187,0.23999999463558197,0.23999999463558197,1.0,1.0,,1,0.0,2.4626474380493164,nan,2.4626474380493164,11.779126167297363,0.12050754576921463,0.23999999463558197,0.5874999761581421,0.019999999552965164,0.23999999463558197,0,-0.0
350,2.0961122512817383,4.633058547973633,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0961122512817383,2.0961122512817383,1.0,hard_best_result,0.25,0.0,64,0.00037648010766133666,0.00037648010766133666,4.633058547973633,4.6326823234558105,4.6326823234558105,1.0,1.0,0.9998950362205505,0.0010166909778490663,1.0010188817977905,0.19249999523162842,0.19249999523162842,1.0,1.0,,1,0.0,2.4126322269439697,nan,2.4126322269439697,11.213951110839844,0.12803710997104645,0.19249999523162842,0.6175000071525574,0.019999999552965164,0.19249999523162842,0,-0.0
375,2.067323684692383,4.546065807342529,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.067323684692383,2.067323684692383,1.0,hard_best_result,0.25,0.0,64,0.00035648062475956976,0.00035648062475956976,4.546065807342529,4.545709133148193,4.545709133148193,1.0,1.0,0.9998945593833923,0.001034125336445868,1.001036286354065,0.2175000011920929,0.2175000011920929,1.0,1.0,,1,0.0,2.378038167953491,nan,2.378038167953491,10.829306602478027,0.13250190019607544,0.2175000011920929,0.6225000023841858,0.019999999552965164,0.2175000011920929,0,-0.0
400,2.0720040798187256,4.923035144805908,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0720040798187256,2.0720040798187256,1.0,hard_best_result,0.25,0.0,64,0.00033614749554544687,0.00033614749554544687,4.923035621643066,4.922699451446533,4.922699451446533,1.0,1.0,0.9998763203620911,0.0012165482621639967,1.0012192726135254,0.13750000298023224,0.13750000298023224,1.0,1.0,,1,0.0,2.3528859615325928,nan,2.3528859615325928,10.576485633850098,0.13243252038955688,0.13750000298023224,0.5699999928474426,0.017500000074505806,0.13750000298023224,0,-0.0
425,2.0132384300231934,4.342409133911133,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0132384300231934,2.0132384300231934,1.0,hard_best_result,0.25,0.0,64,0.0004293181700631976,0.0004293181700631976,4.342409133911133,4.34197998046875,4.34197998046875,1.0,1.0,0.9998905658721924,0.0010649774922057986,1.0010672807693481,0.22499999403953552,0.22499999403953552,1.0,1.0,,1,0.0,2.3205435276031494,nan,2.3205435276031494,10.245247840881348,0.13963186740875244,0.22499999403953552,0.6474999785423279,0.02500000037252903,0.22499999403953552,0,-0.0
450,2.0075135231018066,4.280541896820068,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0075135231018066,2.0075135231018066,1.0,hard_best_result,0.25,0.0,64,0.0003937730216421187,0.0003937730216421187,4.280541896820068,4.280147552490234,4.280147552490234,1.0,1.0,0.9998916387557983,0.0010587454307824373,1.0010610818862915,0.26499998569488525,0.26499998569488525,1.0,1.0,,1,0.0,2.2927191257476807,nan,2.2927191257476807,9.959556579589844,0.14170397818088531,0.26499998569488525,0.6025000214576721,0.012500000186264515,0.26499998569488525,0,-0.0
475,1.9680366516113281,4.528443813323975,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9680366516113281,1.9680366516113281,1.0,hard_best_result,0.25,0.0,64,0.00042866618605330586,0.00042866618605330586,4.528443813323975,4.52801513671875,4.52801513671875,1.0,1.0,0.9998927116394043,0.0010464387014508247,1.0010486841201782,0.18000000715255737,0.18000000715255737,1.0,1.0,,1,0.0,2.282809019088745,nan,2.282809019088745,9.874114036560059,0.14627313613891602,0.18000000715255737,0.7225000262260437,0.012500000186264515,0.18000000715255737,0,-0.0
500,1.9414031505584717,4.008081436157227,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9414031505584717,1.9414031505584717,1.0,hard_best_result,0.25,0.0,64,0.0004365037311799824,0.0004365037311799824,4.008081436157227,4.007645130157471,4.007645130157471,1.0,1.0,0.9998867511749268,0.001113473204895854,1.0011160373687744,0.25,0.25,1.0,1.0,,1,0.0,2.248114585876465,nan,2.248114585876465,9.545235633850098,0.15152843296527863,0.25,0.6775000095367432,0.029999999329447746,0.25,0,-0.0
525,1.9001272916793823,4.5604352951049805,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9001272916793823,1.9001272916793823,1.0,hard_best_result,0.25,0.0,64,0.00039320794166997075,0.00039320794166997075,4.5604352951049805,4.560042381286621,4.560042381286621,1.0,1.0,0.9998891353607178,0.0010984722757712007,1.001100778579712,0.22750000655651093,0.22750000655651093,1.0,1.0,,1,0.0,2.2051055431365967,nan,2.2051055431365967,9.167734146118164,0.15966475009918213,0.22750000655651093,0.7350000143051147,0.029999999329447746,0.22750000655651093,0,-0.0
550,1.9105054140090942,3.865410804748535,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9105054140090942,1.9105054140090942,1.0,hard_best_result,0.25,0.0,64,0.0003692487662192434,0.0003692487662192434,3.865410804748535,3.865041494369507,3.865041494369507,1.0,1.0,0.9998764991760254,0.0011944101424887776,1.0011972188949585,0.2549999952316284,0.2549999952316284,1.0,1.0,,1,0.0,2.2024385929107666,nan,2.2024385929107666,9.142334938049316,0.1577526330947876,0.2549999952316284,0.7124999761581421,0.05000000074505806,0.2549999952316284,0,-0.0
575,1.9038422107696533,4.099205493927002,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9038422107696533,1.9038422107696533,1.0,hard_best_result,0.25,0.0,64,0.00037654658081009984,0.00037654658081009984,4.099205493927002,4.09882926940918,4.09882926940918,1.0,1.0,0.9998726844787598,0.0012505501508712769,1.0012532472610474,0.25999999046325684,0.25999999046325684,1.0,1.0,,1,0.0,2.190507650375366,nan,2.190507650375366,9.01788330078125,0.15877410769462585,0.25999999046325684,0.6825000047683716,0.029999999329447746,0.25999999046325684,0,-0.0
600,1.858850359916687,3.9425880908966064,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.858850359916687,1.858850359916687,1.0,hard_best_result,0.25,0.0,64,0.0003747582377400249,0.0003747582377400249,3.9425885677337646,3.942213773727417,3.942213773727417,1.0,1.0,0.9999016523361206,0.0009760348475538194,1.0009781122207642,0.29499998688697815,0.29499998688697815,1.0,1.0,,1,0.0,2.159951686859131,nan,2.159951686859131,8.754754066467285,0.1660754531621933,0.29499998688697815,0.7225000262260437,0.009999999776482582,0.29499998688697815,0,-0.0
