step,loss,answer_loss,answer_loss_weight,aux_operand_loss,aux_operand_loss_weight,policy_loss,policy_baseline,policy_advantage_mean,sampled_logp,operand_entropy,entropy_weight,adaptive_interface_loss,adaptive_interface_loss_weight,adaptive_interface_target_loss,adaptive_interface_objective,adaptive_interface_entropy,adaptive_interface_entropy_weight,adaptive_target_result_accuracy,adaptive_learned_target_agreement,adaptive_target_operand_exact_match,adaptive_target_pair_mass,action_loss_interface_loss,action_loss_interface_objective,action_loss_interface_target_loss,action_loss_candidate_count,action_loss_candidate_temperature,action_loss_candidate_refresh_every,action_loss_candidate_ema_beta,action_loss_replay_cache_size,action_loss_replay_refresh_fraction,action_loss_candidate_best_improvement,action_loss_candidate_better_fraction,action_loss_candidate_best_matches_true_operands,action_loss_candidate_best_result_accuracy,action_loss_candidate_learned_result_accuracy,action_loss_candidate_soft_target_true_a_mass,action_loss_candidate_soft_target_true_b_mass,action_loss_full_enum_temperature,action_loss_full_enum_min_probability_floor,action_loss_full_enum_chunk_size,action_loss_full_enum_target_mode,action_loss_full_enum_best_nll,action_loss_full_enum_learned_nll,action_loss_full_enum_true_nll,action_loss_full_enum_learned_minus_true_gap,action_loss_full_enum_learned_minus_best_gap,action_loss_full_enum_true_best_fraction,action_loss_full_enum_learned_best_fraction,action_loss_full_enum_joint_target_loss,action_loss_full_enum_pair_entropy,action_loss_full_enum_pair_logit_entropy,action_loss_full_enum_pair_logit_effective_pairs,action_loss_full_enum_pair_exact_match,action_loss_full_enum_result_equivalent_pair_accuracy,action_loss_full_enum_true_pair_probability,action_loss_full_enum_true_pair_rank,action_loss_full_enum_learned_pair_nll,action_loss_full_enum_true_pair_nll,action_loss_full_enum_best_pair_nll,action_loss_full_enum_soft_target_true_a_mass,action_loss_full_enum_soft_target_true_b_mass,action_loss_full_enum_entropy,action_loss_full_enum_effective_pairs,action_loss_full_enum_true_pair_probability,action_loss_full_enum_true_pair_rank,action_loss_full_enum_best_left_operand_accuracy,action_loss_full_enum_top1_mass,action_loss_full_enum_top3_mass,action_loss_full_enum_top5_mass,expected_answer_loss,expected_answer_loss_objective,expected_answer_loss_weight,expected_answer_loss_policy_temperature,expected_answer_loss_cost_normalization,expected_answer_loss_entropy_weight,expected_answer_loss_entropy,expected_answer_loss_effective_pairs,expected_answer_loss_best_nll,expected_answer_loss_true_nll,expected_answer_loss_learned_nll,expected_answer_loss_expected_minus_best_gap,expected_answer_loss_learned_minus_best_gap,expected_answer_loss_learned_minus_true_gap,expected_answer_loss_best_pair_probability,expected_answer_loss_true_pair_probability,expected_answer_loss_learned_pair_probability,expected_answer_loss_hard_learned_best_fraction,expected_answer_loss_hard_learned_pair_exact,expected_answer_loss_hard_learned_calc_accuracy,result_boundary_target_loss,result_boundary_target_objective,result_boundary_target_loss_weight,result_boundary_target_mode,result_boundary_target_temperature,result_boundary_target_min_probability_floor,result_boundary_target_chunk_size,result_boundary_target_best_nll,result_boundary_target_true_nll,result_boundary_target_learned_nll,result_boundary_target_learned_minus_best_gap,result_boundary_target_learned_minus_true_gap,result_boundary_target_hard_best_equals_true_sum,result_boundary_target_tie_aware_true_result_best_fraction,result_boundary_target_true_result_probability,result_boundary_target_entropy,result_boundary_target_effective_results,result_boundary_target_learned_best_fraction,result_boundary_target_hard_learned_calc_accuracy,relaxed_calculator_temperature,relaxed_calculator_final_temperature,relaxed_calculator_mode,relaxed_calculator_hard_forward,relaxed_calculator_entropy_weight,relaxed_calculator_entropy,relaxed_calculator_effective_pairs,relaxed_calculator_result_entropy,relaxed_calculator_effective_results,relaxed_calculator_true_result_probability,relaxed_calculator_argmax_result_accuracy,relaxed_calculator_top3_result_accuracy,relaxed_calculator_hard_learned_pair_exact,relaxed_calculator_hard_learned_calc_accuracy,oracle_operands_used,relaxed_calculator_entropy_objective
250,1.902572751045227,3.427844285964966,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.902572751045227,1.902572751045227,1.0,hard_best_result,0.25,0.0,64,0.0004719486169051379,0.0004719486169051379,3.427844285964966,3.427372455596924,3.427372455596924,1.0,1.0,0.9998751878738403,0.0012001253198832273,1.001202940940857,0.3400000035762787,0.3400000035762787,1.0,1.0,,1,0.0,2.27766489982605,nan,2.27766489982605,9.828507423400879,0.1568225920200348,0.3400000035762787,0.7825000286102295,0.014999999664723873,0.3400000035762787,0,-0.0
275,1.858535885810852,3.92155122756958,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.858535885810852,1.858535885810852,1.0,hard_best_result,0.25,0.0,64,0.0003713838814292103,0.0003713838814292103,3.92155122756958,3.92117977142334,3.92117977142334,1.0,1.0,0.9999070763587952,0.0009291201713494956,1.0009311437606812,0.26249998807907104,0.26249998807907104,1.0,1.0,,1,0.0,2.137458562850952,nan,2.137458562850952,8.559659004211426,0.16953620314598083,0.26249998807907104,0.7450000047683716,0.02250000089406967,0.26249998807907104,0,-0.0
300,1.7368143796920776,3.1910436153411865,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7368143796920776,1.7368143796920776,1.0,hard_best_result,0.25,0.0,64,0.0004276388499420136,0.0004276388499420136,3.1910436153411865,3.1906163692474365,3.1906163692474365,1.0,1.0,0.9998798370361328,0.0011604237370193005,1.0011630058288574,0.3799999952316284,0.3799999952316284,1.0,1.0,,1,0.0,2.076763153076172,nan,2.076763153076172,8.044329643249512,0.18948890268802643,0.3799999952316284,0.800000011920929,0.014999999664723873,0.3799999952316284,0,-0.0
325,1.7006707191467285,3.8633415699005127,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7006707191467285,1.7006707191467285,1.0,hard_best_result,0.25,0.0,64,0.00038191533531062305,0.00038191533531062305,3.86334228515625,3.86296010017395,3.86296010017395,1.0,1.0,0.9998915195465088,0.0010599803645163774,1.001062273979187,0.33250001072883606,0.33250001072883606,1.0,1.0,,1,0.0,2.0258638858795166,nan,2.0258638858795166,7.670925140380859,0.1959989219903946,0.33250001072883606,0.7950000166893005,0.014999999664723873,0.33250001072883606,0,-0.0
350,1.6529889106750488,3.4942121505737305,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6529889106750488,1.6529889106750488,1.0,hard_best_result,0.25,0.0,64,0.00037648010766133666,0.00037648010766133666,3.4942121505737305,3.49383544921875,3.49383544921875,1.0,1.0,0.9998950362205505,0.0010166909778490663,1.0010188817977905,0.3199999928474426,0.3199999928474426,1.0,1.0,,1,0.0,1.949552297592163,nan,1.949552297592163,7.112546920776367,0.20928260684013367,0.3199999928474426,0.7799999713897705,0.019999999552965164,0.3199999928474426,0,-0.0
375,1.5713425874710083,3.2681360244750977,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5713425874710083,1.5713425874710083,1.0,hard_best_result,0.25,0.0,64,0.00035648062475956976,0.00035648062475956976,3.2681360244750977,3.2677793502807617,3.2677793502807617,1.0,1.0,0.9998945593833923,0.001034125336445868,1.001036286354065,0.4099999964237213,0.4099999964237213,1.0,1.0,,1,0.0,1.9046988487243652,nan,1.9046988487243652,6.822331428527832,0.2240210324525833,0.4099999964237213,0.875,0.02250000089406967,0.4099999964237213,0,-0.0
400,1.4635676145553589,2.272186279296875,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4635676145553589,1.4635676145553589,1.0,hard_best_result,0.25,0.0,64,0.00033614749554544687,0.00033614749554544687,2.272186279296875,2.271850347518921,2.271850347518921,1.0,1.0,0.9998763203620911,0.0012165482621639967,1.0012192726135254,0.5299999713897705,0.5299999713897705,1.0,1.0,,1,0.0,1.8535934686660767,nan,1.8535934686660767,6.450693130493164,0.24631890654563904,0.5299999713897705,0.8849999904632568,0.032499998807907104,0.5299999713897705,0,-0.0
425,1.442964792251587,2.5415151119232178,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.442964792251587,1.442964792251587,1.0,hard_best_result,0.25,0.0,64,0.0004293181700631976,0.0004293181700631976,2.5415151119232178,2.5410854816436768,2.5410854816436768,1.0,1.0,0.9998905658721924,0.0010649774922057986,1.0010672807693481,0.5299999713897705,0.5299999713897705,1.0,1.0,,1,0.0,1.814164161682129,nan,1.814164161682129,6.238021373748779,0.25317126512527466,0.5299999713897705,0.9024999737739563,0.042500000447034836,0.5299999713897705,0,-0.0
450,1.4368139505386353,2.8554131984710693,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4368139505386353,1.4368139505386353,1.0,hard_best_result,0.25,0.0,64,0.0003937730216421187,0.0003937730216421187,2.8554131984710693,2.8550195693969727,2.8550195693969727,1.0,1.0,0.9998916387557983,0.0010587454307824373,1.0010610818862915,0.4424999952316284,0.4424999952316284,1.0,1.0,,1,0.0,1.7646104097366333,nan,1.7646104097366333,5.953317165374756,0.25840887427330017,0.4424999952316284,0.9150000214576721,0.02500000037252903,0.4424999952316284,0,-0.0
475,1.375947117805481,2.4986159801483154,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.375947117805481,1.375947117805481,1.0,hard_best_result,0.25,0.0,64,0.00042866618605330586,0.00042866618605330586,2.4986159801483154,2.498187303543091,2.498187303543091,1.0,1.0,0.9998927116394043,0.0010464387014508247,1.0010486841201782,0.5425000190734863,0.5425000190734863,1.0,1.0,,1,0.0,1.713460087776184,nan,1.713460087776184,5.631030082702637,0.2732062339782715,0.5425000190734863,0.9350000023841858,0.03750000149011612,0.5425000190734863,0,-0.0
500,1.3566697835922241,2.650433301925659,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3566697835922241,1.3566697835922241,1.0,hard_best_result,0.25,0.0,64,0.0004365037311799824,0.0004365037311799824,2.650433301925659,2.6499969959259033,2.6499969959259033,1.0,1.0,0.9998867511749268,0.001113473204895854,1.0011160373687744,0.45249998569488525,0.45249998569488525,1.0,1.0,,1,0.0,1.6806732416152954,nan,1.6806732416152954,5.44856071472168,0.278888463973999,0.45249998569488525,0.8899999856948853,0.029999999329447746,0.45249998569488525,0,-0.0
525,1.2769927978515625,2.1227915287017822,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2769927978515625,1.2769927978515625,1.0,hard_best_result,0.25,0.0,64,0.00039320794166997075,0.00039320794166997075,2.1227915287017822,2.1223983764648438,2.1223983764648438,1.0,1.0,0.9998891353607178,0.0010984722757712007,1.001100778579712,0.550000011920929,0.550000011920929,1.0,1.0,,1,0.0,1.6268075704574585,nan,1.6268075704574585,5.153684139251709,0.30259203910827637,0.550000011920929,0.9300000071525574,0.03750000149011612,0.550000011920929,0,-0.0
550,1.273183822631836,2.4329674243927,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.273183822631836,1.273183822631836,1.0,hard_best_result,0.25,0.0,64,0.0003692487662192434,0.0003692487662192434,2.4329674243927,2.432598352432251,2.432598352432251,1.0,1.0,0.9998764991760254,0.0011944101424887776,1.0011972188949585,0.4950000047683716,0.4950000047683716,1.0,1.0,,1,0.0,1.5931209325790405,nan,1.5931209325790405,5.013022422790527,0.30379772186279297,0.4950000047683716,0.9574999809265137,0.04749999940395355,0.4950000047683716,0,-0.0
575,1.2274261713027954,2.0632715225219727,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2274261713027954,1.2274261713027954,1.0,hard_best_result,0.25,0.0,64,0.00037654658081009984,0.00037654658081009984,2.0632715225219727,2.0628952980041504,2.0628952980041504,1.0,1.0,0.9998726844787598,0.0012505501508712769,1.0012532472610474,0.5975000262260437,0.5975000262260437,1.0,1.0,,1,0.0,1.5961111783981323,nan,1.5961111783981323,4.9936113357543945,0.30986639857292175,0.5975000262260437,0.9674999713897705,0.04500000178813934,0.5975000262260437,0,-0.0
600,1.2540067434310913,2.981846332550049,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2540067434310913,1.2540067434310913,1.0,hard_best_result,0.25,0.0,64,0.0003747582377400249,0.0003747582377400249,2.981846332550049,2.981471538543701,2.981471538543701,1.0,1.0,0.9999016523361206,0.0009760348475538194,1.0009781122207642,0.42750000953674316,0.42750000953674316,1.0,1.0,,1,0.0,1.4808402061462402,nan,1.4808402061462402,4.498641014099121,0.3243616819381714,0.42750000953674316,0.925000011920929,0.029999999329447746,0.42750000953674316,0,-0.0
